LifeExp,Developed,Mortality,BMI,Alcohol,Polio,HIV,GDP,IDHComp,School,InfDeaths,Population
65.4,No,228,46.7,2.93,98,0.1,734.42525,0.678,10.7,7,5.366277
65.6,No,22,45.9,2.75,98,0.1,6675.262954,0.672,10.7,7,5.267839
65.6,No,217,45,2.55,97,0.1,5649.978486,0.665,10.6,7,0.517461
65.8,No,211,44.2,2.48,96,0.1,4439.23,0,10.6,7,0.058721
65.6,No,215,43.4,2.35,97,0.1,436.459223,0,10.5,6,0.005795
64.5,No,235,42.7,2.4,96,0.1,394.467675,0,10.5,6,4.935762
64.1,No,241,42,2.58,98,0.1,26.371428,0,10.4,6,0.487137
63.7,No,245,41.3,2.71,98,0.1,2136.66815,0,10.4,6,0.048115
63.3,No,248,4.7,2.85,99,0.1,174.51475,0,10.3,6,4.754641
63.5,No,238,4,2.86,98,0.1,1453.917166,0,10.3,6,0.473398
63.4,No,231,39.4,2.88,66,0.1,1283.885977,0,10.3,7,4.655741
63.3,No,229,38.7,2.33,99,0.1,967.917468,0,10.2,7,0.004612
64,No,221,38.1,2.35,94,0.1,774.4763388,0,10.2,7,0.045648
63.8,No,224,37.5,2.9,98,0.1,643.17518,0,0,7,4.516131
61.5,No,38,18.1,0.01,82,3.2,719.172669,0.483,10,68,38.833338
67,No,325,17.6,0.01,82,4,662.492293,0.478,10,71,37.553726
60,No,339,17.2,0.01,82,4.6,647.74741,0.477,10,73,3.636796
59.3,No,347,16.7,10.22,82,6.8,584.3962137,0.477,10.7,76,3.593648
58.4,No,362,16.3,10.03,79,8,594.9972557,0.473,10.9,79,33.915133
57.5,No,378,15.9,9.63,78,8.1,647.17732,0.464,10.8,82,32.771895
56.3,No,41,15.6,9.79,69,8.2,449.6928183,0.453,10.6,84,31.663896
55.5,No,41,15.2,9.65,7,8.4,41.858631,0.442,10.3,88,0.359487
54.9,No,41,14.8,9.81,62,8.6,336.4593923,0.434,10.6,93,2.955662
53.2,No,446,14.5,10.09,59,8.7,315.788227,0.429,10.9,99,2.854394
51.3,No,485,14.2,9.89,58,8.9,288.236949,0.427,11.6,104,27.568436
51,No,53,13.9,10.16,57,9.4,237.9995917,0.418,11.5,109,2.662482
48.8,No,523,13.6,10.42,57,10,24.2423229,0.404,11,112,2.571848
47.7,No,539,13.3,10.57,56,10.8,234.984775,0.396,10.8,115,24.854892
46.6,No,554,13,10.47,55,11.6,257.63369,0.382,9.8,116,2.439274
78,No,23,6.7,8.06,45,0.2,314.658296,0.746,15.2,4,45.271947
71,No,198,6.1,8.44,72,0.2,429.71554,0.744,15.2,4,0.454896
77,No,25,59.6,8.44,72,0.2,3855.42128,0.739,15.1,5,0.455933
75,No,24,59,8.48,54,0.2,3569.75727,0.734,14.9,5,0.045761
69.8,No,212,58.5,8.39,57,0.2,2965.142365,0.728,14.9,5,0.045877
69.2,No,231,58,8.71,74,0.3,2545.48341,0.734,14.9,5,0.046533
67.7,No,273,57.6,9.46,91,0.4,3891.37823,0.73,14.9,5,0.462582
67.5,No,277,57.2,8.86,98,0.7,368.68998,0.723,14.8,5,0.465935
67.7,No,267,56.8,7.99,99,0.8,233.18831,0.716,14.7,5,4.678775
67,No,278,56.4,7.31,95,0.9,1828.717626,0.707,14.5,5,0.471515
67.4,No,267,56.1,6.79,99,1,1367.352433,0.7,14.6,5,0.474516
67.6,No,256,55.7,5.92,99,0.9,148.522488,0.691,14.3,6,4.781295
67.6,No,256,55.4,4.89,99,0.9,879.475486,0.683,13.9,6,0.048225
67.7,No,253,55.1,4.31,99,0.8,78.738243,0.673,13.2,6,48.683865
67.5,No,257,54.8,4.49,99,0.7,635.789635,0.669,13.3,6,49.175848
76.8,No,117,63.4,6.03,95,0.1,16737.89827,0.791,15.5,0,3.419546
76.8,No,117,62.9,5.82,94,0.1,16881.2568,0.788,15.5,0,0.003485
76.5,No,118,62.3,5.77,95,0.1,1592.6819,0.784,15.5,0,3.396777
77,No,111,61.8,5.97,95,0.1,14166.4998,0.78,15.5,0,3.385624
76.3,No,118,61.2,6.21,95,0.1,11938.212,0.777,15.6,0,3.374415
76.6,No,118,6.7,6.67,95,0.1,9415.17386,0.774,15.5,0,3.362755
76.4,No,119,6.1,6.76,94,0.1,962.312164,0.77,15.7,1,0.335824
75.4,No,124,59.5,6.67,94,0.1,79.69746,0.76,15.3,1,3.339741
76.2,No,117,58.9,6.58,95,0.1,5877.87678,0.756,15.2,1,0.333143
75.7,No,123,58.3,6.35,96,0.1,522.951116,0.753,15.5,1,3.325612
75.4,No,122,57.7,5.66,95,0.1,4117.38853,0.75,15.5,1,0.332496
75.4,No,121,57,5.11,91,0.1,3622.52284,0.747,15,1,3.325637
75.4,No,124,56.3,5.86,93,0.1,488.768855,0.746,14.7,1,3.327773
75.2,No,123,55.7,6.48,94,0.1,6281.37747,0.742,14.2,1,0.332713
75.1,No,131,55,6.65,92,0.1,6871.897677,0.738,14,1,3.321245
69.2,No,184,43.9,0.01,99,0.1,25.448414,0.69,12.1,16,0.037577
69.1,No,185,43,0.01,99,0.1,197.551233,0.681,12,17,0.032432
68.8,No,184,42.2,0.01,99,0.1,174.468298,0.673,12,18,0.297745
68.5,No,183,41.4,2.83,99,0.1,1564.966945,0.664,12,19,0.293394
68.3,No,183,4.7,2.73,99,0.2,1377.8214,0.657,11.9,20,0.285624
68,No,183,4,2.56,99,0.2,1213.265328,0.651,11.8,21,0.277674
67.9,No,184,39.3,2.36,98,0.3,182.28625,0.644,11.9,22,0.027328
67.8,No,184,38.7,2.15,98,0.3,83.476942,0.631,11.8,22,0.026868
67.6,No,185,38.1,1.96,94,0.4,654.2838373,0.626,11.8,23,2.648825
67.3,No,192,37.5,1.78,99,0.3,546.776852,0.62,11.7,24,0.026167
67.8,No,183,37,1.59,99,0.3,465.1198869,0.613,11.6,24,2.586435
67.2,No,183,36.4,1.54,99,0.3,396.129969,0.607,11.3,25,2.556765
67.1,No,186,35.9,1.47,99,0.2,383.3494997,0.6,11,27,2.527185
67.4,No,185,35.3,1.53,99,0.2,456.734892,0.594,10.7,28,2.496445
67.1,No,189,34.8,1.6,99,0.1,558.221144,0,10.6,30,0.024654
71.7,No,134,52.5,0.01,65,0.1,3148.36513,0.596,10.8,0,0.025885
71.6,No,135,51.7,0.01,65,0.1,3167.34356,0.591,10.8,0,0.253142
71.4,No,138,5.8,0.01,65,0.1,3158.58688,0.592,10.8,0,0.247485
71.2,No,141,49.9,0.85,65,0.1,3275.91684,0.591,10.8,0,0.241871
71,No,145,49.1,0.91,66,0.1,2965.82434,0.59,10.8,0,0.236295
78,No,149,48.2,0.83,66,0.1,2643.441423,0.589,10.7,0,0.023785
75,No,153,47.4,1.18,66,0.1,2697.961375,0.582,10.7,0,0.022534
73,No,157,46.6,1.01,67,0.1,2393.367265,0.579,10.7,0,0.219953
71,No,161,45.7,1,67,0.1,247.97823,0.572,10.6,0,0.214634
69.9,No,165,44.9,0.88,67,0.1,1886.433359,0,10.6,0,0.002937
69.6,No,169,44.1,0.85,67,0.1,1787.94723,0,10.7,0,0.024143
69.4,No,173,43.3,1.2,67,0.1,158.52724,0,10.4,0,0.198964
69.3,No,176,42.6,1.24,67,0.1,1353.934819,0,10.2,0,0.193956
69.1,No,179,41.9,0.91,67,0.1,1362.61731,0,10.1,0,0.018929
69,No,18,41.1,1.21,67,0.1,1469.849149,0,9.6,0,0.018563
61.1,No,314,22.8,0.01,78,4.3,1738.8822,0.57,12.5,28,1.562974
63,No,328,22.3,2.41,74,4.8,185.793359,0.565,12.5,29,1.515321
59.2,No,349,21.7,2.59,7,5.6,1734.93612,0.554,12.3,29,14.699937
58.2,No,366,21.2,2.57,83,6.3,1644.619672,0.543,12,29,14.264756
58,No,363,2.7,2.47,8,6.8,1463.213573,0.533,11.8,30,0.138533
57.4,No,368,2.2,2.3,93,9.1,1139.11233,0.518,11.6,30,13.456417
55.7,No,45,19.7,2.12,9,11.9,1369.68249,0.504,11.4,31,1.382517
52.6,No,487,19.2,2.08,77,13.6,114.587985,0.492,11.1,32,12.725974
58,No,526,18.8,2.25,83,15.9,13.154199,0.479,10.9,33,12.383446
49.3,No,554,18.4,2.33,84,17,691.3178164,0.467,10.7,34,1.252156
47.9,No,578,18,2.46,84,17.6,53.2772217,0.456,10.5,36,11.731746
46.4,No,64,17.6,2.33,85,18.2,429.1583434,0.443,10.2,39,11.421984
45.5,No,69,17.3,2.44,85,18.4,377.135244,0.433,10,41,0.111249
44.6,No,611,17.1,2.61,86,18.6,378.2736238,0.424,9.8,43,1.824125
43.8,No,614,16.8,2.62,85,18.7,341.955625,0.418,9.6,44,1.531221
59.2,No,371,31.3,6.5,92,6.3,127.47462,0.498,10.3,23,15.411675
58,No,399,3.8,6.39,95,6.8,111.227396,0.488,10.4,25,0.155456
56.6,No,429,3.3,6.09,95,8.8,955.648466,0.464,9.8,26,1.471826
54.9,No,464,29.9,6,93,13.3,839.927936,0.452,10.1,28,14.386649
52.4,No,527,29.4,5.21,89,15.7,713.63562,0.436,10,29,1.486317
50,No,587,29,4.64,69,18.1,65.824121,0.419,9.9,30,1.381599
48.2,No,632,28.6,3.56,75,20.5,325.678573,0.421,9.7,30,13.558469
46.6,No,67,28.2,3.88,73,23.7,396.9982166,0.414,9.6,29,1.332999
45.4,No,7,27.9,4.57,71,26.8,414.796232,0.408,9.5,28,13.124267
44.6,No,717,27.5,4.14,69,30.3,444.76575,0.406,9.3,28,0.129432
44.3,No,723,27.1,4.36,67,33.6,454.366654,0.407,9.2,27,12.777511
44.5,No,715,26.7,4.06,7,36.7,453.3511552,0.418,9.5,26,12.633897
44.8,No,73,26.3,4.43,73,39.8,57.34834,0.427,10,25,0.125525
45.3,No,686,25.9,1.72,76,42.1,548.587312,0.427,9.8,25,12.366165
46,No,665,25.5,1.68,78,43.5,547.3588785,0.434,9.8,24,12.222251
